sitarro	genius	per	pos-towards	1.7477777777777774	the genius mispelled genius.	2006-01-08T22:19:00
georgephillip	population	per	pos-towards	1.5844444444444434	" Unmentioned is what the population thinks  easily discovered.	2011-02-03T22:13:00
georgephillip	Arabs	per	pos-towards	1.4444444444444446	"According to polls released by the Brookings Institution in August, some Arabs agree with Washington and Western commentators that Iran is a threat: 10 percent.	2011-02-03T22:13:00
georgephillip	commentators	per	pos-towards	1.4444444444444446	"According to polls released by the Brookings Institution in August, some Arabs agree with Washington and Western commentators that Iran is a threat: 10 percent.	2011-02-03T22:13:00
georgephillip	nobody	per	pos-towards	1.8488888888888884	"In reality, what the political scene in Egypt will look like after the revolution nobody knows.	2011-02-04T07:36:00
georgephillip	Muslims	per	pos-towards	0.9155555555555566	"Christians alongside Muslims from all backgrounds and walks of life are participating in the protests, many holding signs featuring the 'cross and crescent' that since the 1919 Revolution has symbolized Christian-Muslim national unity.	2011-02-04T07:36:00
georgephillip	Egypt	gpe	pos-towards	1.950000000000001	" My own family in Egypt, who are Christian, are gratified by the demonstrations of solidarity between Muslims and Christians in the face of grave circumstances, the rotten fruits of Mubarak's reign.	2011-02-04T07:36:00
georgephillip	Hosni Mubarak	per	pos-towards	1.3900000000000006	" My own family in Egypt, who are Christian, are gratified by the demonstrations of solidarity between Muslims and Christians in the face of grave circumstances, the rotten fruits of Mubarak's reign.	2011-02-04T07:36:00
georgephillip	Egypt	gpe	pos-towards	1.094444444444444	Chaos leading to democracy is a real possibility in Egypt.	2011-02-04T18:04:00
georgephillip	Iraq	gpe	pos-towards	1.094444444444444	"Politically outmaneuvered and militarily checked in Iraq, the United States is now in the midst of rapid withdrawal.	2011-02-04T18:04:00
georgephillip	Iran	gpe	pos-towards	0.6200000000000001	Iran is now hugely influential in Baghdad.	2011-02-04T18:04:00
georgephillip	Iraq	gpe	pos-towards	0.6200000000000001	Iran is now hugely influential in Baghdad.	2011-02-04T18:04:00
georgephillip	Muslim Brotherhood	org	pos-towards	1.1566666666666672	" The Empire would send in the 101st Airborne, even as Osama bin Laden heads west from the Hindu Kush and the dollar plummets south.	2011-02-04T18:04:00
georgephillip	101st Airborne	per	pos-towards	1.1566666666666672	" The Empire would send in the 101st Airborne, even as Osama bin Laden heads west from the Hindu Kush and the dollar plummets south.	2011-02-04T18:04:00
georgephillip	Osama bin Laden	per	pos-towards	1.1566666666666672	" The Empire would send in the 101st Airborne, even as Osama bin Laden heads west from the Hindu Kush and the dollar plummets south.	2011-02-04T18:04:00
georgephillip	Hindu Kush	per	pos-towards	1.1566666666666672	" The Empire would send in the 101st Airborne, even as Osama bin Laden heads west from the Hindu Kush and the dollar plummets south.	2011-02-04T18:04:00
georgephillip	Hosni Mubarak	per	pos-towards	0.7055555555555548	"A longtime strategist for the Muslim Brotherhood said Thursday that Egyptian President Hosni Mubarak and his senior associates must be put on trial and held to account for their 'crimes' against the Egyptian people.	2011-02-04T18:24:00
georgephillip	Hosni Mubarak	per	pos-towards	1.8488888888888884	"Mubarak ' is like Dracula,' said Youssef Nada, an Egyptian-born banker who served for decades as the Muslim Brotherhoods de facto 'foreign minister' and remains an influential adviser. 'He is a ruthless dictator who betrayed his people and killed a lot of people.	2011-02-04T18:24:00
georgephillip	Dracula	per	pos-towards	1.8488888888888884	"Mubarak ' is like Dracula,' said Youssef Nada, an Egyptian-born banker who served for decades as the Muslim Brotherhoods de facto 'foreign minister' and remains an influential adviser. 'He is a ruthless dictator who betrayed his people and killed a lot of people.	2011-02-04T18:24:00
georgephillip	Hosni Mubarak	per	pos-towards	0.7055555555555548	He must be tried for what he did and held to account.'	2011-02-04T18:24:00
georgephillip	group	org	pos-towards	0.7444444444444436	"Nadas comments, made in a telephone interview from his home in a tiny Italian enclave in the Swiss Alps, appear to signal a more aggressive -- and potentially dangerous -- stance by the Islamic group on Egypts political crisis.	2011-02-04T18:24:00
Intense	People	per	neg-towards	-0.29777777777777814	Inciting People to blindly massacre each other is the last thing we should be doing here.	2011-02-04T07:39:00
Intense	People	per	pos-towards	1.6544444444444437	We should be encouraging these People to step back and take a breath.	2011-02-04T07:39:00
Dr.Drock	Hosni Mubarak	per	neg-towards	-1.8144444444444443	He could lose by a 90-10 margin and still "win".	2011-02-04T08:29:00
Dr.Drock	Hosni Mubarak	per	pos-towards	2.517777777777779	He could lose by a 90-10 margin and still "win".	2011-02-04T08:29:00
Gadawg73	They	per	neg-towards	-2.351111111111111	They hate MUBARAK first and foremost.	2011-02-04T09:11:00
Gadawg73	Hosni Mubarak	per	neg-towards	-2.351111111111111	They hate MUBARAK first and foremost.	2011-02-04T09:11:00
Gadawg73	Iraq	gpe	neg-towards	-1.347777777777778	This all boils down to the incredibly stupid idea to invade Iraq.	2011-02-04T09:28:00
Gadawg73	Saddam Hussein	per	neg-towards	-0.5	Hussein kept the Muslim Brotherhood and all the religous kooks in check in the entire middle east.	2011-02-04T09:28:00
Gadawg73	Muslim Brotherhood	org	neg-towards	-0.5	Hussein kept the Muslim Brotherhood and all the religous kooks in check in the entire middle east.	2011-02-04T09:28:00
Gadawg73	Saddam Hussein	per	neg-towards	-2.351111111111111	They hated him.	2011-02-04T09:28:00
Gadawg73	Saddam Hussein	per	neg-towards	-2.421111111111111	I despised Hussein but his military influenced the entire region.	2011-02-04T09:50:00
Gadawg73	Saddam Hussein	per	neg-towards	-1.8533333333333335	I agree but they feared him and now they want what we gave the Iraqis.	2011-02-04T09:53:00
Gadawg73	citizens	per	pos-towards	2.51	No cash gets to the citizens.	2011-02-04T09:11:00
Gadawg73	Egupt	gpe	pos-towards	1.786666666666667	Not as bad in Egupt and I do not support that.	2011-02-04T09:50:00
Gadawg73	Bush	per	pos-towards	0.5577777777777779	Bush had the RIGHT motive but went about it the wrong way.	2011-02-04T09:53:00
Gadawg73	region	loc	pos-towards	2.113333333333334	Now the rest of the region wants free elections and health care like we gave the Iraqis.	2011-02-04T09:53:00
Gadawg73	Iraqis	per	pos-towards	1.8488888888888884	Now the rest of the region wants free elections and health care like we gave the Iraqis.	2011-02-04T09:53:00
konradv	military	org	neg-towards	-0.3599999999999999	This probably won't be a popular idea, but it may be time for an interim military government, assuming they can be trusted to run a fair election and step down, whatever its result.	2011-02-04T09:24:00
konradv	they	per	pos-towards	1.195555555555556	This probably won't be a popular idea, but it may be time for an interim military government, assuming they can be trusted to run a fair election and step down, whatever its result.	2011-02-04T09:24:00
konradv	people	per	pos-towards	1.514444444444445	The military seems to have taken a "hands off" approach, letting the people state their wishes without violence.	2011-02-04T09:24:00
Bill Angel	governments	gpe	neg-towards	-0.2588888888888894	So in comparing the two countries (Poland and Eqypt) both countries are more similar to each other in terms of having a dominant religion than either are to the United States or to Europe, which are now secular societies, with secular governments.	2011-02-04T11:36:00
Bill Angel	Lech Wałęsa	per	pos-towards	1.8177777777777777	It's possible that a personality like the Polish "Lech Wałęsa" will emerge from among the ranks of the protest movement to assume leadership of the protesters and who will then be selected to be the President of Egypt.	2011-02-04T09:50:00
Bill Angel	protesters	per	pos-towards	0.6666666666666661	It's possible that a personality like the Polish "Lech Wałęsa" will emerge from among the ranks of the protest movement to assume leadership of the protesters and who will then be selected to be the President of Egypt.	2011-02-04T09:50:00
Bill Angel	citizens	per	pos-towards	0.9155555555555566	Most citizens, approximately 90 percent, are Sunni Muslims.	2011-02-04T11:36:00
