Avatar4321	Anthony Weiner	per	pos-towards	1.1177777777777784	And Weiner highlighted why he should go into early retirement.	2010-08-12T10:07:00
McDowell's	Steve Jobs	per	neg-towards	-2.522222222222222	You are sick in the head.	2011-10-07T18:42:00
McDowell's	Percy Julian	per	neg-towards	-1.3944444444444444	Thanks for proving you're a worthless person for not even addressing my valid question much less having the integrity to apologize for inflicting your stupidity upon us.	2011-10-07T18:54:00
McDowell's	Steve Jobs	per	neg-towards	-1.5500000000000003	You continue to ignore that fact.	2011-10-07T21:22:00
McDowell's	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-1.9466666666666668	You can't say Herman Cain didn't do his part to destroy racist sentiment.	2011-10-07T21:22:00
McDowell's	one	per	neg-towards	-0.9588888888888887	Again, no one gives a shit that a condescending prick who never had to be a minority in an overtly racist society thinks a black man during the civil rights movement wasn't doing his part.	2011-10-07T21:25:00
McDowell's	Steve Jobs	per	neg-towards	-1.184444444444444	Sorry, you just went into dumb fuck territory.	2011-10-07T21:51:00
McDowell's	territory	loc	neg-towards	-1.184444444444444	Sorry, you just went into dumb fuck territory.	2011-10-07T21:51:00
McDowell's	Steve Jobs	per	pos-towards	0.6666666666666661	Thanks for proving you're a worthless person for not even addressing my valid question much less having the integrity to apologize for inflicting your stupidity upon us.	2011-10-07T18:54:00
hjmick	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-2.351111111111111	Herman Cain hates Black people.	2011-10-07T18:45:00
hjmick	Black	per	neg-towards	-2.351111111111111	Herman Cain hates Black people.	2011-10-07T18:45:00
hjmick	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-1.7055555555555557	Herman Cain doesn't believe in civil roghts.	2011-10-07T18:45:00
LordBrownTrout	Barak Obama	per	neg-towards	-1.503333333333333	Him and Jesse are the biggest con artists.	2011-10-07T18:52:00
LordBrownTrout	Barak Obama	per	pos-towards	1.1255555555555556	Him and Jesse are the biggest con artists.	2011-10-07T18:52:00
Jackson	bus	veh	neg-towards	-0.29777777777777814	So, if you feel you need a role model for blacks, go sit at the back of a bus.	2011-10-07T18:56:00
Jackson	Black	per	pos-towards	1.833333333333334	Black didn't make Martin Luther King great.	2011-10-07T18:56:00
Jackson	Martin Luther King	per	pos-towards	1.833333333333334	Black didn't make Martin Luther King great.	2011-10-07T18:56:00
Jackson	Black	per	pos-towards	1.9655555555555555	It was his mind, his courage and leadership.	2011-10-07T18:56:00
Jackson	Steve Jobs	per	pos-towards	0.23888888888888893	So, if you feel you need a role model for blacks, go sit at the back of a bus.	2011-10-07T18:56:00
Jackson	blacks	per	pos-towards	1.5222222222222221	So, if you feel you need a role model for blacks, go sit at the back of a bus.	2011-10-07T18:56:00
Jackson	Percy Julian	per	pos-towards	2.113333333333334	The rest of us will admire greatness when we see it in a person and not their skin.	2011-10-07T18:56:00
Jackson	Steve Jobs	per	pos-towards	0.8066666666666666	You spelled parlor wrong, Jerk.	2011-10-07T19:03:00
Jackson	Salt Jones	per	pos-towards	1.2655555555555544	So by your criteria, Jesse Jackson and Al Sharpton are more than qualified to comment on Herman and the Civil Rights issue.	2011-10-07T19:31:00
Jackson	Mr.Nick	per	pos-towards	2.3933333333333344	Jesse Jackson and Al Sharpton were the biggest supporters and cry babies when it came to minorities having no homes and credit from 1992-1994....	2011-10-08T04:03:00
Grampa Murked U	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-2.203333333333333	He may or may not be but one thing is clear, he is a sheeple for the people with his stupid racist logic.	2011-10-07T19:21:00
Grampa Murked U	Steve Jobs	per	neg-towards	-0.8111111111111118	I think you missed my point.	2011-10-07T19:26:00
Grampa Murked U	Barak Obama	per	neg-towards	-1.5577777777777775	So instead of marching or whatever you think he should have done, he actually made something for himself and his family of his own will and you discredit him for it? <img src="http://www.usmessageboard.com/images/smilies/cuckoo.gif"/>	2011-10-07T20:47:00
Grampa Murked U	Steve Jobs	per	neg-towards	-1.5577777777777775	So instead of marching or whatever you think he should have done, he actually made something for himself and his family of his own will and you discredit him for it? <img src="http://www.usmessageboard.com/images/smilies/cuckoo.gif"/>	2011-10-07T20:47:00
Grampa Murked U	MSNBC	org	neg-towards	-2.008888888888889	BSNBC is as bad as the worst hacks on this board.	2011-10-07T21:11:00
Grampa Murked U	hacks	per	neg-towards	-2.008888888888889	BSNBC is as bad as the worst hacks on this board.	2011-10-07T21:11:00
Grampa Murked U	Steve Jobs	per	neg-towards	-1.588888888888889	Get the fuck off your fake ass moral horse and joing the rest of us in reality	2011-10-07T21:19:00
Grampa Murked U	Steve Jobs	per	neg-towards	-1.83	tHE BURDEN OF PROOF LIES WITH YOU.	2011-10-07T21:21:00
Grampa Murked U	WHITES	per	neg-towards	-1.4799999999999995	And by the way "WHITES" werent the first ones here dumbass	2011-10-07T21:26:00
Grampa Murked U	ones	per	neg-towards	-1.4799999999999995	And by the way "WHITES" werent the first ones here dumbass	2011-10-07T21:26:00
Grampa Murked U	Steve Jobs	per	neg-towards	-1.9233333333333338	Your clearly a white trash piece of shit, now go jack off to your favorite Hitler greatest hits cd.	2011-10-07T21:34:00
Grampa Murked U	Hitler	per	neg-towards	-0.6322222222222225	Your clearly a white trash piece of shit, now go jack off to your favorite Hitler greatest hits cd.	2011-10-07T21:34:00
Grampa Murked U	govt	org	neg-towards	-0.3211111111111111	Then you compile on top of that this stupid fucking mentality that we all need to be given our daily rations by the govt and you get the results we have today.	2011-10-07T21:46:00
Grampa Murked U	Steve Jobs	per	neg-towards	-1.6977777777777776	Your a disgusting individual.	2011-10-07T21:46:00
Grampa Murked U	Steve Jobs	per	neg-towards	-1.9233333333333338	Yes, you are indeed white trash.	2011-10-07T21:46:00
Grampa Murked U	Americans	per	neg-towards	-1.5266666666666668	Hell, we stole it from the Native Americans.	2011-10-07T22:02:00
Grampa Murked U	Barak Obama	per	pos-towards	1.0555555555555554	And im referring to the bus that is the economy that Obama is driving.	2011-10-07T19:11:00
Grampa Murked U	stupid	per	pos-towards	1.1566666666666672	Its as stupid as saying a white man voting democratis is a Uncle Tyrone.	2011-10-07T19:17:00
Grampa Murked U	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	0.7755555555555551	He may or may not be but one thing is clear, he is a sheeple for the people with his stupid racist logic.	2011-10-07T19:21:00
Grampa Murked U	Steve Jobs	per	pos-towards	1.8488888888888884	Well hopefully idiots like you dont decide the next election like you did the last one.	2011-10-07T19:22:00
Grampa Murked U	Steve Jobs	per	pos-towards	2.0122222222222224	You clearly missunderstood my point, but that doesnt surprise me.	2011-10-07T20:14:00
Grampa Murked U	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	0.7055555555555548	Cain actually held A REAL JOB at some point in his life.	2011-10-07T20:20:00
Grampa Murked U	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	1.8566666666666665	Its quite clear that the left is VERY DESPERATE when instead of focussing in issues that are relative to todays situation they are obsessed with whether or not Cain was babysitting his grandmother in 1963.	2011-10-07T21:11:00
Grampa Murked U	grandmother	per	pos-towards	1.8566666666666665	Its quite clear that the left is VERY DESPERATE when instead of focussing in issues that are relative to todays situation they are obsessed with whether or not Cain was babysitting his grandmother in 1963.	2011-10-07T21:11:00
Grampa Murked U	Steve Jobs	per	pos-towards	1.5533333333333337	Your "rub" lies in the fact that it is beginning to look like your mom and dad were related when you were concieved and im not talking marriage related.	2011-10-07T21:19:00
Grampa Murked U	mom	per	pos-towards	0.6977777777777776	Your "rub" lies in the fact that it is beginning to look like your mom and dad were related when you were concieved and im not talking marriage related.	2011-10-07T21:19:00
Grampa Murked U	Steve Jobs	per	pos-towards	0.822222222222222	Get the fuck off your fake ass moral horse and joing the rest of us in reality	2011-10-07T21:19:00
Grampa Murked U	Percy Julian	per	pos-towards	2.113333333333334	Get the fuck off your fake ass moral horse and joing the rest of us in reality	2011-10-07T21:19:00
Grampa Murked U	Steve Jobs	per	pos-towards	0.9155555555555566	YOU ARE THE ONE ASSERTING cAIN WAS DETACHED AND DIDNT CARE.	2011-10-07T21:21:00
Grampa Murked U	suspicians	per	pos-towards	1.3977777777777787	My suspicians were correct.	2011-10-07T21:26:00
Grampa Murked U	Steve Jobs	per	pos-towards	1.7477777777777774	Your clearly a white trash piece of shit, now go jack off to your favorite Hitler greatest hits cd.	2011-10-07T21:34:00
Grampa Murked U	Hitler	per	pos-towards	1.7477777777777774	Your clearly a white trash piece of shit, now go jack off to your favorite Hitler greatest hits cd.	2011-10-07T21:34:00
Grampa Murked U	Percy Julian	per	pos-towards	2.113333333333334	There is no doubt that the blacks were oppressed and got a very late start to the ball game than the rest of us.	2011-10-07T21:46:00
Grampa Murked U	Steve Jobs	per	pos-towards	0.7366666666666664	Then you compile on top of that this stupid fucking mentality that we all need to be given our daily rations by the govt and you get the results we have today.	2011-10-07T21:46:00
Salt Jones	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-0.21999999999999975	He was there in the cradle of the civil rights movement along with thousands of other black college students and he didn't "cause trouble", but John Lewis did.	2011-10-07T19:13:00
Salt Jones	Steve Jobs	per	neg-towards	-0.7800000000000002	Just as you don't have the right to call Herman Cain a Uncle Tom, unless you are a black American.	2011-10-07T19:53:00
Salt Jones	students	per	pos-towards	1.0088888888888894	He was there in the cradle of the civil rights movement along with thousands of other black college students and he didn't "cause trouble", but John Lewis did.	2011-10-07T19:13:00
Salt Jones	Jesse Jackson	per	pos-towards	1.2655555555555544	So by your criteria, Jesse Jackson and Al Sharpton are more than qualified to comment on Herman and the Civil Rights issue.	2011-10-07T19:31:00
Salt Jones	American	per	pos-towards	1.0555555555555554	The similarity is: I don't have the right to call a Native American an "Uncle Tomahawk" unless I am a Native American.	2011-10-07T19:53:00
Salt Jones	Steve Jobs	per	pos-towards	-0.7800000000000002	Just as you don't have the right to call Herman Cain a Uncle Tom, unless you are a black American.	2011-10-07T19:53:00
Salt Jones	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	1.0555555555555554	Just as you don't have the right to call Herman Cain a Uncle Tom, unless you are a black American.	2011-10-07T19:53:00
Salt Jones	American	per	pos-towards	1.0166666666666666	Just as you don't have the right to call Herman Cain a Uncle Tom, unless you are a black American.	2011-10-07T19:53:00
Intense	Steve Jobs	per	neg-towards	-1.184444444444444	I actually feel sorry for you.	2011-10-07T19:27:00
Intense	Felonies	per	neg-towards	-1.3399999999999999	Yep, and How many cover-ups, conspiracies and Felonies is this current Administration involved in? <img src="http://www.usmessageboard.com/images/smilies/eusa_whistle.gif"/>	2011-10-07T19:29:00
Intense	anyone	per	neg-towards	-2.187777777777778	Who is anyone to Judge Cain for not Protesting or getting arrested.	2011-10-07T19:37:00
Intense	Steve Jobs	per	neg-towards	-1.767777777777778	In all fairness, You have not given him a fair chance.	2011-10-07T19:42:00
Intense	Anyone	per	neg-towards	-1.5811111111111105	I'm not supporting Anyone yet, nor have I ruled Anyone out, except Obama.	2011-10-07T19:42:00
Intense	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-0.8111111111111118	The only thing missing in this Jihad against Cain, are the Pillow Cases and the Burning Cross.	2011-10-08T08:00:00
Intense	Steve Jobs	per	pos-towards	1.2655555555555544	You sure have walked far enough in his shoes to know him inside out.	2011-10-07T19:42:00
Intense	Steve Jobs	per	pos-towards	-1.767777777777778	In all fairness, You have not given him a fair chance.	2011-10-07T19:42:00
Intense	Barak Obama	per	pos-towards	0.6822222222222223	In all fairness, You have not given him a fair chance.	2011-10-07T19:42:00
Intense	They	per	pos-towards	1.8488888888888884	They, like us have a right to their own perspective and voice.	2011-10-07T20:16:00
Intense	Percy Julian	per	pos-towards	0.5577777777777779	They, like us have a right to their own perspective and voice.	2011-10-07T20:16:00
Intense	their	per	pos-towards	1.0555555555555554	They, like us have a right to their own perspective and voice.	2011-10-07T20:16:00
Intense	Progressivism	org	pos-towards	-0.041111111111110876	Progressivism will put our kid's in uniform against their will, sure as shit, for Population control, if nothing else.	2011-10-07T20:23:00
Intense	Steve Jobs	per	pos-towards	1.1644444444444444	You seem quick to volunteer.	2011-10-07T20:24:00
Intense	Burning Cross	org	pos-towards	2.16	The only thing missing in this Jihad against Cain, are the Pillow Cases and the Burning Cross.	2011-10-08T08:00:00
del	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-1.3788888888888886	i probably wouldn't vote for herman cain, but i definitely wouldn't piss on lawrence o'donnell if he was fully engulfed in flames.	2011-10-07T21:15:00
del	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	1.6544444444444437	i probably wouldn't vote for herman cain, but i definitely wouldn't piss on lawrence o'donnell if he was fully engulfed in flames.	2011-10-07T21:15:00
del	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	0.9155555555555566	lawrence o'donnell saying that cain didn't participate to lawrence o'donnell's satisfaction isn't the same as cain not participating.	2011-10-07T21:20:00
WatertheTree	Barak Obama	per	neg-towards	-2.8800000000000003	No way Americans are going to be given a choice of not funny bill cosboy and the black guy who thinks he is white.	2011-10-07T19:37:00
WatertheTree	Steve Jobs	per	neg-towards	-1.721111111111111	And thats why you all waste your time with cain, the only reason he is in race at all is because they have to 'represent'.	2011-10-07T19:37:00
Quantum Windbag	Barak Obama	per	pos-towards	1.0166666666666666	How is he right? Selma was after he was born.	2011-10-07T20:09:00
Quantum Windbag	Selma	per	pos-towards	1.0166666666666666	How is he right? Selma was after he was born.	2011-10-07T20:09:00
Jroc	libs	per	neg-towards	-1.581111111111111	These libs are pathetic.	2011-10-07T20:52:00
Conservative	you	per	neg-towards	-0.9044444444444442	and you are clearly a racist prick.	2011-10-07T21:13:00
Conservative	Rosebud	gpe	neg-towards	-1.262222222222222	Battle of the Rosebud, right? You fought under Crazy Horse.	2011-10-07T21:24:00
Conservative	Steve Jobs	per	neg-towards	-1.6199999999999997	He did no such thing, you disingenuous dick-stain.	2011-10-07T21:29:00
Conservative	people	per	pos-towards	2.097777777777777	Going by Deans logic, only black people who have earned it can celebrate Martin Luther King day.	2011-10-07T21:11:00
Conservative	Martin Luther King	per	pos-towards	2.097777777777777	Going by Deans logic, only black people who have earned it can celebrate Martin Luther King day.	2011-10-07T21:11:00
Conservative	Steve Jobs	per	pos-towards	1.0166666666666666	Battle of the Rosebud, right? You fought under Crazy Horse.	2011-10-07T21:24:00
Wicked Jester	blacks	per	neg-towards	-2.405555555555556	Very true.......These days, those blacks filling our prisons are the role models for many blacks.	2011-10-07T21:09:00
Wicked Jester	MLK	org	neg-towards	-1.4177777777777778	MLK would be disgusted....But, MLK would be extremely proud of what Cain has accomplished in his life.	2011-10-07T21:09:00
Wicked Jester	Steve Jobs	per	neg-towards	-2.203333333333333	Somebody as stupid as YOU, would never understand that, however.	2011-10-07T21:09:00
Wicked Jester	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-2.1255555555555556	You're a fuckin abject LIAR!	2011-10-07T21:34:00
Wicked Jester	liberals	per	neg-towards	-1.5422222222222217	You fuckin' liberals are idiots! <img src="http://www.usmessageboard.com/images/smilies/cuckoo.gif"/>	2011-10-07T21:40:00
Wicked Jester	idiots	per	neg-towards	-0.19666666666666677	I know, that's a hard concept for many of you idiots to grasp.	2011-10-07T21:53:00
Wicked Jester	Steve Jobs	per	neg-towards	-0.9588888888888887	You're up here talking shit about a man who CLEARLY served this great country, and did his part for the effort, but seem not to be able to show how YOU SERVED, lil' man.	2011-10-07T22:08:00
Wicked Jester	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-0.9588888888888887	You're up here talking shit about a man who CLEARLY served this great country, and did his part for the effort, but seem not to be able to show how YOU SERVED, lil' man.	2011-10-07T22:08:00
Wicked Jester	vet	per	neg-towards	-1.666666666666667	No true vet would disparage the work of a civilian employee, whose efforts are just as important.	2011-10-07T22:26:00
Wicked Jester	Steve Jobs	per	neg-towards	-0.9588888888888887	You're full o' shit, lil' man!	2011-10-07T22:26:00
Wicked Jester	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-0.9588888888888887	You're full o' shit, lil' man!	2011-10-07T22:26:00
Wicked Jester	people	per	neg-towards	-0.9588888888888887	You people are so full o' shit, it's disgusting.	2011-10-07T22:32:00
Wicked Jester	Percy Julian	per	neg-towards	-1.0444444444444443	Our flag flies, 24/7, ASSHOLE!	2011-10-07T22:45:00
Wicked Jester	Steve Jobs	per	neg-towards	-1.8766666666666665	Yeah, i'm sure that showing respect for that great flag, must really piss both YOU and that O'donnell piece o' shit off!	2011-10-07T22:45:00
Wicked Jester	terrorists	per	neg-towards	-2.592222222222222	Who run the companies that make those drones we kill the terrorists with.	2011-10-07T22:59:00
Wicked Jester	Percy Julian	per	neg-towards	-1.4411111111111108	Who design and develop our weapons, our vehicles, our bullet proof vests.	2011-10-07T22:59:00
Wicked Jester	families	per	neg-towards	-0.29777777777777814	Who run the commisaries, that ensure our families back home are taken care of.	2011-10-07T22:59:00
Wicked Jester	Steve Jobs	per	neg-towards	-0.9588888888888887	You're full o' shit, and a phoney fuckin' idiot.	2011-10-07T22:59:00
Wicked Jester	Lawrence O'Donnell Vs. Herman Cain	per	neg-towards	-0.9588888888888887	You're full o' shit, and a phoney fuckin' idiot.	2011-10-07T22:59:00
Wicked Jester	prisons	fac	pos-towards	0.7522222222222226	Very true.......These days, those blacks filling our prisons are the role models for many blacks.	2011-10-07T21:09:00
Wicked Jester	blacks	per	pos-towards	1.5222222222222221	Very true.......These days, those blacks filling our prisons are the role models for many blacks.	2011-10-07T21:09:00
Wicked Jester	Barak Obama	per	pos-towards	1.5222222222222221	Barack Obama, who sat in the pews of a racist, anti-american church for over twenty years, and launched his political career in the home of a terrorist, is a "role model" for many blacks these days.	2011-10-07T21:09:00
Wicked Jester	home	fac	pos-towards	0.9777777777777779	Barack Obama, who sat in the pews of a racist, anti-american church for over twenty years, and launched his political career in the home of a terrorist, is a "role model" for many blacks these days.	2011-10-07T21:09:00
Wicked Jester	blacks	per	pos-towards	1.5222222222222221	Barack Obama, who sat in the pews of a racist, anti-american church for over twenty years, and launched his political career in the home of a terrorist, is a "role model" for many blacks these days.	2011-10-07T21:09:00
Wicked Jester	MLK	org	pos-towards	2.245555555555555	MLK would be disgusted....But, MLK would be extremely proud of what Cain has accomplished in his life.	2011-10-07T21:09:00
Wicked Jester	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	1.7944444444444452	MLK would be disgusted....But, MLK would be extremely proud of what Cain has accomplished in his life.	2011-10-07T21:09:00
Wicked Jester	Steve Jobs	per	pos-towards	1.4833333333333334	The fact that YOU believe ANYTHING that comes from that socialist piece o' shit, clearly shows you're a fuckin' idiot. <img src="http://www.usmessageboard.com/images/smilies/cuckoo.gif"/>	2011-10-07T21:26:00
Wicked Jester	person	per	pos-towards	1.1566666666666672	The "action" he took, was to become a successfull black person, despite the adversity faced by all blacks.	2011-10-07T21:43:00
Wicked Jester	blacks	per	pos-towards	0.9699999999999998	The "action" he took, was to become a successfull black person, despite the adversity faced by all blacks.	2011-10-07T21:43:00
Wicked Jester	anybody	per	pos-towards	0.7522222222222226	Cain did as much as anybody did to advance civil rights, by becoming successful, despite the adversity he faced.	2011-10-07T21:53:00
Wicked Jester	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	1.0166666666666666	Thanks for proving the point............Cain is absoluteuly right.	2011-10-07T22:08:00
Wicked Jester	Steve Jobs	per	pos-towards	1.6388888888888893	You're full o' shit, lil' man!	2011-10-07T22:26:00
Wicked Jester	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	1.6388888888888893	You're full o' shit, lil' man!	2011-10-07T22:26:00
Wicked Jester	Steve Jobs	per	pos-towards	0.7988888888888894	Are you drunk, or high?.....'cause this post makes zero sense....try again!	2011-10-07T22:32:00
Wicked Jester	civilians	per	pos-towards	1.7011111111111106	I'll tell ya' one thing, son, we vets damn sure appreciated EVERYTHING those civilians employees did.	2011-10-07T22:32:00
Wicked Jester	people	per	pos-towards	1.6388888888888893	You people are so full o' shit, it's disgusting.	2011-10-07T22:32:00
Wicked Jester	Percy Julian	per	pos-towards	0.6822222222222223	Our flag flies, 24/7, ASSHOLE!	2011-10-07T22:45:00
Wicked Jester	vets	per	pos-towards	1.1177777777777784	True vets know the contributions those civilians make.......It's those civilians who designed the equipment we used.	2011-10-07T22:59:00
Wicked Jester	civilians	per	pos-towards	1.3900000000000006	True vets know the contributions those civilians make.......It's those civilians who designed the equipment we used.	2011-10-07T22:59:00
Wicked Jester	who	per	pos-towards	1.2888888888888888	True vets know the contributions those civilians make.......It's those civilians who designed the equipment we used.	2011-10-07T22:59:00
Wicked Jester	who	per	pos-towards	1.950000000000001	It's them who improve the equipment we used.	2011-10-07T22:59:00
Wicked Jester	who	per	pos-towards	0.9855555555555551	You do understand that it's civilians who ran Lockheed.	2011-10-07T22:59:00
Wicked Jester	Lockheed	org	pos-towards	0.9855555555555551	You do understand that it's civilians who ran Lockheed.	2011-10-07T22:59:00
Wicked Jester	weapons	wea	pos-towards	1.2888888888888888	Who design and develop our weapons, our vehicles, our bullet proof vests.	2011-10-07T22:59:00
Wicked Jester	Percy Julian	per	pos-towards	0.9622222222222225	Who design and develop our weapons, our vehicles, our bullet proof vests.	2011-10-07T22:59:00
Wicked Jester	Steve Jobs	per	pos-towards	1.6388888888888893	You're full o' shit, and a phoney fuckin' idiot.	2011-10-07T22:59:00
Wicked Jester	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	1.6388888888888893	You're full o' shit, and a phoney fuckin' idiot.	2011-10-07T22:59:00
Wicked Jester	Lakhota	per	pos-towards	0.7444444444444436	Stop it, Jester, my ribs can't take much more...	2011-10-07T23:02:00
oreo	individuals	per	neg-towards	-1.721111111111111	WRONG--we are all individuals--and Herman Cain is his own man--and he deserves respect for what he has accomplished in his life.	2011-10-07T21:28:00
oreo	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	1.2655555555555544	WRONG--we are all individuals--and Herman Cain is his own man--and he deserves respect for what he has accomplished in his life.	2011-10-07T21:28:00
CT9	Steve Jobs	per	neg-towards	-1.3866666666666667	Well if you didn't talk outta your ass we could get along...	2011-10-07T21:39:00
CT9	person	per	neg-towards	-0.2511111111111113	No person with any logic could follow what the fuck you are trying to say here.	2011-10-07T21:41:00
CT9	person	per	neg-towards	-2.1255555555555556	You probably never even saw a black person let alone know what the fuck was going on with marches and whatnot.	2011-10-07T21:49:00
CT9	Steve Jobs	per	neg-towards	0.06777777777777771	I got news for you that shit would be fucked up if you and all your cousin brothers occupied every trailer and project.	2011-10-07T21:54:00
CT9	france	gpe	neg-towards	-2.7399999999999998	France was a wreck after the white mobs ruined that country in its revolution	2011-10-07T21:54:00
CT9	mobs	per	neg-towards	-2.7399999999999998	France was a wreck after the white mobs ruined that country in its revolution	2011-10-07T21:54:00
CT9	Congo	gpe	neg-towards	-2.1955555555555555	France was a wreck after the white mobs ruined that country in its revolution	2011-10-07T21:54:00
CT9	Steve Jobs	per	neg-towards	-2.351111111111111	People like you make me hate being a conservative because you make us all look as idiotic and ignorant as you.	2011-10-07T21:54:00
CT9	Steve Jobs	per	neg-towards	-0.865555555555555	I'm not in the military, so I'm sorry I can't recall the correct terminology but whether you enlisted or not...	2011-10-07T22:07:00
CT9	who	per	neg-towards	-0.865555555555555	They have everyone who enlists take test, so if you score really good you are not going to be on the front line you will be doing some other work.	2011-10-07T22:07:00
CT9	Steve Jobs	per	neg-towards	-0.8111111111111118	You are completely missing the point...	2011-10-07T22:15:00
CT9	Lincoln	per	neg-towards	-0.29777777777777814	Your ignorance is just reinforced by the point you made that Lincoln was sending them back and he was somehow correct in doing so.	2011-10-07T22:19:00
CT9	them	per	neg-towards	-0.29777777777777814	Your ignorance is just reinforced by the point you made that Lincoln was sending them back and he was somehow correct in doing so.	2011-10-07T22:19:00
CT9	others	per	neg-towards	-2.0244444444444447	it's amazing how the people who are dedicated to the left can't see their own racism but accuse others and stick to it when absolutely no evidence is present	2011-10-07T22:21:00
CT9	character	per	neg-towards	-0.9744444444444444	We support a black person, we must be racist supporting a token character to eliminate some image.	2011-10-07T22:21:00
CT9	anybody	per	neg-towards	-2.0244444444444447	It's ridiculous and offending and if anybody wants to accuse me of it to my face, I'm on Clifford Ave in Rochester NY all the time.	2011-10-07T22:21:00
CT9	Steve Jobs	per	neg-towards	-0.7333333333333334	I'll give you fair warning though, you say it I'm gonna smack the shit outta you.	2011-10-07T22:21:00
CT9	Steve Jobs	per	neg-towards	-0.47666666666666613	Will you shut up, we get it you're dumb.	2011-10-07T22:23:00
CT9	Steve Jobs	per	neg-towards	0.06777777777777771	That is the first time I have ever been told that, you are fucking stupid.	2011-10-07T22:45:00
CT9	Steve Jobs	per	neg-towards	-2.04	Give up on politics, you aren't educated enough for them.	2011-10-07T22:45:00
CT9	Senate	org	neg-towards	-0.7255555555555553	You know, I'm beginning to think the founders had it right when they created the electoral college and an appointed Senate to keep hilly billy cousin fuckers like you out of politics.	2011-10-07T22:45:00
CT9	Steve Jobs	per	neg-towards	-1.262222222222222	You know, I'm beginning to think the founders had it right when they created the electoral college and an appointed Senate to keep hilly billy cousin fuckers like you out of politics.	2011-10-07T22:45:00
CT9	Steve Jobs	per	neg-towards	-0.9744444444444449	You didn't address my own previous post I referenced too but thats ok.	2011-10-07T22:50:00
CT9	Steve Jobs	per	neg-towards	-2.078888888888889	Funny how that disqualifies you from being a racist, but us supporting Cain is just some plan we hatched to make us not look like the racist.	2011-10-07T23:01:00
CT9	who	per	neg-towards	-2.405555555555556	I know plenty of people who throw the N word around all the time and are racist who are die hard obama supporters.	2011-10-07T23:01:00
CT9	Steve Jobs	per	neg-towards	-1.184444444444444	I'm not saying you are but supporting him isn't proof you aren't.	2011-10-07T23:01:00
CT9	Barak Obama	per	neg-towards	-1.184444444444444	I'm not saying you are but supporting him isn't proof you aren't.	2011-10-07T23:01:00
CT9	somebody	per	neg-towards	-2.1255555555555556	Only somebody who clearly has an axe to grind would criticize somebody for picking their battles and beating an oppressor at their own game.	2011-10-08T00:07:00
CT9	oppressor	per	neg-towards	-0.5933333333333337	Only somebody who clearly has an axe to grind would criticize somebody for picking their battles and beating an oppressor at their own game.	2011-10-08T00:07:00
CT9	Ghandi	per	neg-towards	-2.1255555555555556	Half of these people criticizing him are the same douche's who put Ghandi as their idol.	2011-10-08T00:07:00
CT9	guys	per	neg-towards	-2.102222222222222	Well I don't care if it makes you guys mad, but God blessed me and Herman Cain.	2011-10-08T00:38:00
CT9	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	1.0555555555555554	You are insinuating that he's an Uncle Tom	2011-10-07T21:35:00
CT9	people	per	pos-towards	0.5966666666666676	I'm sick of white dems speaking for black people like you people have a clue.	2011-10-07T21:35:00
CT9	Lawrence O'Donnell Vs. Herman Cain	per	pos-towards	1.623333333333333	I don't blame him for getting upset I would too...	2011-10-07T21:35:00
CT9	god	per	pos-towards	2.043333333333333	Thank god I don't ever have to be in the same room as you the smell must be horrid	2011-10-07T21:39:00
CT9	Mohammed Ali	per	pos-towards	1.0166666666666666	So Mohammed Ali not showing up is a civil rights activist	2011-10-07T21:41:00
CT9	Haiti	gpe	pos-towards	1.7944444444444452	Haiti thrived on Slavery and Zimbabwe colonization before revolutions took place.	2011-10-07T21:54:00
CT9	People	per	pos-towards	1.8488888888888884	People like you make me hate being a conservative because you make us all look as idiotic and ignorant as you.	2011-10-07T21:54:00
CT9	people	per	pos-towards	1.8488888888888884	it only is if people don't understand the military like you...	2011-10-07T22:07:00
CT9	they	org	pos-towards	0.884444444444445	They are going to use your skills the best way they see fit.	2011-10-07T22:07:00
CT9	people	per	pos-towards	1.6388888888888893	Far more black people were alive in Africa and the U.S.	2011-10-07T22:19:00
CT9	South Africa	gpe	pos-towards	1.6388888888888893	Far more black people were alive in Africa and the U.S.	2011-10-07T22:19:00
